time,x,y,u,v,phase,toe_x,toe_y,energy
3.083000,13.249170,0.878897,4.324848,1.830838,1,12.910694,0.000000,19.988602
3.084000,13.253497,0.880729,4.328931,1.831574,1,12.910694,0.000000,19.988602
3.085000,13.257828,0.882560,4.332813,1.831685,1,12.910694,0.000000,19.988602
3.086000,13.262163,0.884392,4.336488,1.831171,1,12.910694,0.000000,19.988602
3.087000,13.266501,0.886223,4.339951,1.830030,1,12.910694,0.000000,19.988602
3.088000,13.270842,0.888052,4.343195,1.828261,1,12.910694,0.000000,19.988602
3.089000,13.275187,0.889879,4.346217,1.825866,1,12.910694,0.000000,19.988602
3.090000,13.279535,0.891703,4.349010,1.822843,1,12.910694,0.000000,19.988602
3.091000,13.283885,0.893524,4.351570,1.819192,1,12.910694,0.000000,19.988602
3.092000,13.288238,0.895341,4.353891,1.814913,1,12.910694,0.000000,19.988602
3.093000,13.292593,0.897154,4.355969,1.810007,1,12.910694,0.000000,19.988602
3.094000,13.296950,0.898961,4.357798,1.804474,1,12.910694,0.000000,19.988602
3.095000,13.301308,0.900763,4.359373,1.798315,1,12.910694,0.000000,19.988602
3.096000,13.305668,0.902558,4.360691,1.791529,1,12.910694,0.000000,19.988602
3.097000,13.310030,0.904346,4.361746,1.784119,1,12.910694,0.000000,19.988602
3.098000,13.314392,0.906126,4.362533,1.776085,1,12.910694,0.000000,19.988602
3.099000,13.318755,0.907898,4.363049,1.767428,1,12.910694,0.000000,19.988602
3.100000,13.323118,0.909660,4.363288,1.758149,1,12.910694,0.000000,19.988602
3.101000,13.327481,0.911414,4.363248,1.748250,0,13.744506,0.002519,19.988122
3.102000,13.331844,0.913157,4.363248,1.738440,0,13.748870,0.004262,19.988122
3.103000,13.336208,0.914890,4.363248,1.728630,0,13.753233,0.005996,19.988122
3.104000,13.340571,0.916614,4.363248,1.718820,0,13.757596,0.007719,19.988122
3.105000,13.344934,0.918328,4.363248,1.709010,0,13.761959,0.009433,19.988122
3.106000,13.349297,0.920032,4.363248,1.699200,0,13.766323,0.011137,19.988122
3.107000,13.353661,0.921727,4.363248,1.689390,0,13.770686,0.012832,19.988122
3.108000,13.358024,0.923411,4.363248,1.679580,0,13.775049,0.014516,19.988122
3.109000,13.362387,0.925086,4.363248,1.669770,0,13.779412,0.016191,19.988122
3.110000,13.366750,0.926751,4.363248,1.659960,0,13.783776,0.017856,19.988122
3.111000,13.371114,0.928406,4.363248,1.650150,0,13.788139,0.019511,19.988122
3.112000,13.375477,0.930051,4.363248,1.640340,0,13.792502,0.021156,19.988122
3.113000,13.379840,0.931686,4.363248,1.630530,0,13.796865,0.022791,19.988122
3.114000,13.384203,0.933312,4.363248,1.620720,0,13.801229,0.024417,19.988122
3.115000,13.388567,0.934928,4.363248,1.610910,0,13.805592,0.026033,19.988122
3.116000,13.392930,0.936534,4.363248,1.601100,0,13.809955,0.027639,19.988122
3.117000,13.397293,0.938130,4.363248,1.591290,0,13.814318,0.029235,19.988122
3.118000,13.401656,0.939716,4.363248,1.581480,0,13.818682,0.030821,19.988122
3.119000,13.406019,0.941293,4.363248,1.571670,0,13.823045,0.032398,19.988122
3.120000,13.410383,0.942860,4.363248,1.561860,0,13.827408,0.033965,19.988122
3.121000,13.414746,0.944417,4.363248,1.552050,0,13.831771,0.035522,19.988122
3.122000,13.419109,0.945964,4.363248,1.542240,0,13.836135,0.037069,19.988122
3.123000,13.423472,0.947501,4.363248,1.532430,0,13.840498,0.038606,19.988122
3.124000,13.427836,0.949029,4.363248,1.522620,0,13.844861,0.040134,19.988122
3.125000,13.432199,0.950546,4.363248,1.512810,0,13.849224,0.041651,19.988122
3.126000,13.436562,0.952054,4.363248,1.503000,0,13.853588,0.043159,19.988122
3.127000,13.440925,0.953552,4.363248,1.493190,0,13.857951,0.044657,19.988122
3.128000,13.445289,0.955041,4.363248,1.483380,0,13.862314,0.046146,19.988122
3.129000,13.449652,0.956519,4.363248,1.473570,0,13.866677,0.047624,19.988122
3.130000,13.454015,0.957988,4.363248,1.463760,0,13.871041,0.049093,19.988122
3.131000,13.458378,0.959447,4.363248,1.453950,0,13.875404,0.050552,19.988122
3.132000,13.462742,0.960896,4.363248,1.444140,0,13.879767,0.052001,19.988122
3.133000,13.467105,0.962335,4.363248,1.434330,0,13.884130,0.053440,19.988122
3.134000,13.471468,0.963764,4.363248,1.424520,0,13.888494,0.054869,19.988122
3.135000,13.475831,0.965184,4.363248,1.414710,0,13.892857,0.056289,19.988122
3.136000,13.480195,0.966594,4.363248,1.404900,0,13.897220,0.057699,19.988122
3.137000,13.484558,0.967994,4.363248,1.395090,0,13.901583,0.059099,19.988122
3.138000,13.488921,0.969384,4.363248,1.385280,0,13.905947,0.060489,19.988122
3.139000,13.493284,0.970764,4.363248,1.375470,0,13.910310,0.061869,19.988122
3.140000,13.497648,0.972135,4.363248,1.365660,0,13.914673,0.063240,19.988122
3.141000,13.502011,0.973496,4.363248,1.355850,0,13.919036,0.064601,19.988122
3.142000,13.506374,0.974847,4.363248,1.346040,0,13.923400,0.065952,19.988122
3.143000,13.510737,0.976188,4.363248,1.336230,0,13.927763,0.067293,19.988122
3.144000,13.515101,0.977519,4.363248,1.326420,0,13.932126,0.068624,19.988122
3.145000,13.519464,0.978841,4.363248,1.316610,0,13.936489,0.069946,19.988122
3.146000,13.523827,0.980152,4.363248,1.306800,0,13.940852,0.071257,19.988122
3.147000,13.528190,0.981454,4.363248,1.296990,0,13.945216,0.072559,19.988122
3.148000,13.532554,0.982746,4.363248,1.287180,0,13.949579,0.073851,19.988122
3.149000,13.536917,0.984029,4.363248,1.277370,0,13.953942,0.075134,19.988122
3.150000,13.541280,0.985301,4.363248,1.267560,0,13.958305,0.076406,19.988122
3.151000,13.545643,0.986564,4.363248,1.257750,0,13.962669,0.077669,19.988122
3.152000,13.550007,0.987816,4.363248,1.247940,0,13.967032,0.078922,19.988122
3.153000,13.554370,0.989060,4.363248,1.238130,0,13.971395,0.080165,19.988122
3.154000,13.558733,0.990293,4.363248,1.228320,0,13.975758,0.081398,19.988122
3.155000,13.563096,0.991516,4.363248,1.218510,0,13.980122,0.082621,19.988122
3.156000,13.567460,0.992730,4.363248,1.208700,0,13.984485,0.083835,19.988122
3.157000,13.571823,0.993934,4.363248,1.198890,0,13.988848,0.085039,19.988122
3.158000,13.576186,0.995128,4.363248,1.189080,0,13.993211,0.086233,19.988122
3.159000,13.580549,0.996312,4.363248,1.179270,0,13.997575,0.087417,19.988122
3.160000,13.584913,0.997486,4.363248,1.169460,0,14.001938,0.088591,19.988122
3.161000,13.589276,0.998651,4.363248,1.159650,0,14.006301,0.089756,19.988122
3.162000,13.593639,0.999805,4.363248,1.149840,0,14.010664,0.090911,19.988122
3.163000,13.598002,1.000950,4.363248,1.140030,0,14.015028,0.092055,19.988122
3.164000,13.602366,1.002085,4.363248,1.130220,0,14.019391,0.093191,19.988122
3.165000,13.606729,1.003211,4.363248,1.120410,0,14.023754,0.094316,19.988122
3.166000,13.611092,1.004326,4.363248,1.110600,0,14.028117,0.095431,19.988122
3.167000,13.615455,1.005432,4.363248,1.100790,0,14.032481,0.096537,19.988122
3.168000,13.619819,1.006528,4.363248,1.090980,0,14.036844,0.097633,19.988122
3.169000,13.624182,1.007614,4.363248,1.081170,0,14.041207,0.098719,19.988122
3.170000,13.628545,1.008690,4.363248,1.071360,0,14.045570,0.099795,19.988122
3.171000,13.632908,1.009757,4.363248,1.061550,0,14.049934,0.100862,19.988122
3.172000,13.637272,1.010813,4.363248,1.051740,0,14.054297,0.101918,19.988122
3.173000,13.641635,1.011860,4.363248,1.041930,0,14.058660,0.102965,19.988122
3.174000,13.645998,1.012897,4.363248,1.032120,0,14.063023,0.104002,19.988122
3.175000,13.650361,1.013924,4.363248,1.022310,0,14.067387,0.105029,19.988122
3.176000,13.654725,1.014942,4.363248,1.012500,0,14.071750,0.106047,19.988122
3.177000,13.659088,1.015949,4.363248,1.002690,0,14.076113,0.107054,19.988122
3.178000,13.663451,1.016947,4.363248,0.992880,0,14.080476,0.108052,19.988122
3.179000,13.667814,1.017935,4.363248,0.983070,0,14.084840,0.109040,19.988122
3.180000,13.672178,1.018913,4.363248,0.973260,0,14.089203,0.110018,19.988122
3.181000,13.676541,1.019882,4.363248,0.963450,0,14.093566,0.110987,19.988122
3.182000,13.680904,1.020840,4.363248,0.953640,0,14.097929,0.111945,19.988122
3.183000,13.685267,1.021789,4.363248,0.943830,0,14.102293,0.112894,19.988122
3.184000,13.689631,1.022728,4.363248,0.934020,0,14.106656,0.113833,19.988122
3.185000,13.693994,1.023657,4.363248,0.924210,0,14.111019,0.114762,19.988122
3.186000,13.698357,1.024576,4.363248,0.914400,0,14.115382,0.115681,19.988122
3.187000,13.702720,1.025486,4.363248,0.904590,0,14.119746,0.116591,19.988122
3.188000,13.707084,1.026385,4.363248,0.894780,0,14.124109,0.117491,19.988122
3.189000,13.711447,1.027275,4.363248,0.884970,0,14.128472,0.118380,19.988122
3.190000,13.715810,1.028155,4.363248,0.875160,0,14.132835,0.119261,19.988122
3.191000,13.720173,1.029026,4.363248,0.865350,0,14.137199,0.120131,19.988122
3.192000,13.724537,1.029886,4.363248,0.855540,0,14.141562,0.120991,19.988122
3.193000,13.728900,1.030737,4.363248,0.845730,0,14.145925,0.121842,19.988122
3.194000,13.733263,1.031578,4.363248,0.835920,0,14.150288,0.122683,19.988122
3.195000,13.737626,1.032409,4.363248,0.826110,0,14.154652,0.123514,19.988122
3.196000,13.741990,1.033230,4.363248,0.816300,0,14.159015,0.124335,19.988122
3.197000,13.746353,1.034041,4.363248,0.806490,0,14.163378,0.125146,19.988122
3.198000,13.750716,1.034843,4.363248,0.796680,0,14.167741,0.125948,19.988122
3.199000,13.755079,1.035635,4.363248,0.786870,0,14.172105,0.126740,19.988122
3.200000,13.759443,1.036416,4.363248,0.777060,0,14.176468,0.127522,19.988122
3.201000,13.763806,1.037189,4.363248,0.767250,0,14.180831,0.128294,19.988122
3.202000,13.768169,1.037951,4.363248,0.757440,0,14.185194,0.129056,19.988122
3.203000,13.772532,1.038704,4.363248,0.747630,0,14.189558,0.129809,19.988122
3.204000,13.776896,1.039446,4.363248,0.737820,0,14.193921,0.130551,19.988122
3.205000,13.781259,1.040179,4.363248,0.728010,0,14.198284,0.131284,19.988122
3.206000,13.785622,1.040902,4.363248,0.718200,0,14.202647,0.132007,19.988122
3.207000,13.789985,1.041616,4.363248,0.708390,0,14.207011,0.132721,19.988122
3.208000,13.794349,1.042319,4.363248,0.698580,0,14.211374,0.133424,19.988122
3.209000,13.798712,1.043013,4.363248,0.688770,0,14.215737,0.134118,19.988122
3.210000,13.803075,1.043697,4.363248,0.678960,0,14.220100,0.134802,19.988122
3.211000,13.807438,1.044371,4.363248,0.669150,0,14.224464,0.135476,19.988122
3.212000,13.811802,1.045035,4.363248,0.659340,0,14.228827,0.136140,19.988122
3.213000,13.816165,1.045689,4.363248,0.649530,0,14.233190,0.136794,19.988122
3.214000,13.820528,1.046334,4.363248,0.639720,0,14.237553,0.137439,19.988122
3.215000,13.824891,1.046969,4.363248,0.629910,0,14.241917,0.138074,19.988122
3.216000,13.829255,1.047594,4.363248,0.620100,0,14.246280,0.138699,19.988122
3.217000,13.833618,1.048209,4.363248,0.610290,0,14.250643,0.139314,19.988122
3.218000,13.837981,1.048814,4.363248,0.600480,0,14.255006,0.139919,19.988122
3.219000,13.842344,1.049410,4.363248,0.590670,0,14.259370,0.140515,19.988122
3.220000,13.846708,1.049996,4.363248,0.580860,0,14.263733,0.141101,19.988122
3.221000,13.851071,1.050572,4.363248,0.571050,0,14.268096,0.141677,19.988122
3.222000,13.855434,1.051138,4.363248,0.561240,0,14.272459,0.142243,19.988122
3.223000,13.859797,1.051694,4.363248,0.551430,0,14.276823,0.142799,19.988122
3.224000,13.864160,1.052241,4.363248,0.541620,0,14.281186,0.143346,19.988122
3.225000,13.868524,1.052777,4.363248,0.531810,0,14.285549,0.143882,19.988122
3.226000,13.872887,1.053304,4.363248,0.522000,0,14.289912,0.144409,19.988122
3.227000,13.877250,1.053821,4.363248,0.512190,0,14.294276,0.144926,19.988122
3.228000,13.881613,1.054329,4.363248,0.502380,0,14.298639,0.145434,19.988122
3.229000,13.885977,1.054826,4.363248,0.492570,0,14.303002,0.145931,19.988122
3.230000,13.890340,1.055314,4.363248,0.482760,0,14.307365,0.146419,19.988122
3.231000,13.894703,1.055792,4.363248,0.472950,0,14.311729,0.146897,19.988122
3.232000,13.899066,1.056260,4.363248,0.463140,0,14.316092,0.147365,19.988122
3.233000,13.903430,1.056718,4.363248,0.453330,0,14.320455,0.147823,19.988122
3.234000,13.907793,1.057166,4.363248,0.443520,0,14.324818,0.148271,19.988122
3.235000,13.912156,1.057605,4.363248,0.433710,0,14.329182,0.148710,19.988122
3.236000,13.916519,1.058034,4.363248,0.423900,0,14.333545,0.149139,19.988122
3.237000,13.920883,1.058453,4.363248,0.414090,0,14.337908,0.149558,19.988122
3.238000,13.925246,1.058862,4.363248,0.404280,0,14.342271,0.149967,19.988122
3.239000,13.929609,1.059261,4.363248,0.394470,0,14.346635,0.150366,19.988122
3.240000,13.933972,1.059651,4.363248,0.384660,0,14.350998,0.150756,19.988122
3.241000,13.938336,1.060031,4.363248,0.374850,0,14.355361,0.151136,19.988122
3.242000,13.942699,1.060401,4.363248,0.365040,0,14.359724,0.151506,19.988122
3.243000,13.947062,1.060761,4.363248,0.355230,0,14.364088,0.151866,19.988122
3.244000,13.951425,1.061111,4.363248,0.345420,0,14.368451,0.152216,19.988122
3.245000,13.955789,1.061452,4.363248,0.335610,0,14.372814,0.152557,19.988122
3.246000,13.960152,1.061782,4.363248,0.325800,0,14.377177,0.152887,19.988122
3.247000,13.964515,1.062103,4.363248,0.315990,0,14.381541,0.153208,19.988122
3.248000,13.968878,1.062414,4.363248,0.306180,0,14.385904,0.153519,19.988122
3.249000,13.973242,1.062716,4.363248,0.296370,0,14.390267,0.153821,19.988122
3.250000,13.977605,1.063007,4.363248,0.286560,0,14.394630,0.154112,19.988122
3.251000,13.981968,1.063289,4.363248,0.276750,0,14.398994,0.154394,19.988122
3.252000,13.986331,1.063560,4.363248,0.266940,0,14.403357,0.154666,19.988122
3.253000,13.990695,1.063823,4.363248,0.257130,0,14.407720,0.154928,19.988122
3.254000,13.995058,1.064075,4.363248,0.247320,0,14.412083,0.155180,19.988122
3.255000,13.999421,1.064317,4.363248,0.237510,0,14.416446,0.155422,19.988122
3.256000,14.003784,1.064550,4.363248,0.227700,0,14.420810,0.155655,19.988122
3.257000,14.008148,1.064773,4.363248,0.217890,0,14.425173,0.155878,19.988122
3.258000,14.012511,1.064986,4.363248,0.208080,0,14.429536,0.156091,19.988122
3.259000,14.016874,1.065189,4.363248,0.198270,0,14.433899,0.156294,19.988122
3.260000,14.021237,1.065382,4.363248,0.188460,0,14.438263,0.156487,19.988122
3.261000,14.025601,1.065566,4.363248,0.178650,0,14.442626,0.156671,19.988122
3.262000,14.029964,1.065739,4.363248,0.168840,0,14.446989,0.156845,19.988122
3.263000,14.034327,1.065903,4.363248,0.159030,0,14.451352,0.157008,19.988122
3.264000,14.038690,1.066057,4.363248,0.149220,0,14.455716,0.157163,19.988122
3.265000,14.043054,1.066202,4.363248,0.139410,0,14.460079,0.157307,19.988122
3.266000,14.047417,1.066336,4.363248,0.129600,0,14.464442,0.157441,19.988122
3.267000,14.051780,1.066461,4.363248,0.119790,0,14.468805,0.157566,19.988122
3.268000,14.056143,1.066576,4.363248,0.109980,0,14.473169,0.157681,19.988122
3.269000,14.060507,1.066681,4.363248,0.100170,0,14.477532,0.157786,19.988122
3.270000,14.064870,1.066776,4.363248,0.090360,0,14.481895,0.157881,19.988122
3.271000,14.069233,1.066862,4.363248,0.080550,0,14.486258,0.157967,19.988122
3.272000,14.073596,1.066937,4.363248,0.070740,0,14.490622,0.158042,19.988122
3.273000,14.077960,1.067003,4.363248,0.060930,0,14.494985,0.158108,19.988122
3.274000,14.082323,1.067059,4.363248,0.051120,0,14.499348,0.158164,19.988122
3.275000,14.086686,1.067105,4.363248,0.041310,0,14.503711,0.158210,19.988122
3.276000,14.091049,1.067142,4.363248,0.031500,0,14.508075,0.158247,19.988122
3.277000,14.095413,1.067168,4.363248,0.021690,0,14.512438,0.158273,19.988122
3.278000,14.099776,1.067185,4.363248,0.011880,0,14.516801,0.158290,19.988122
3.279000,14.104139,1.067192,4.363248,0.002070,0,14.521164,0.158297,19.988122
3.280000,14.108502,1.067189,4.363248,-0.007740,0,14.525528,0.158294,19.988122
3.281000,14.112866,1.067177,4.363248,-0.017550,0,14.529891,0.158282,19.988122
3.282000,14.117229,1.067154,4.363248,-0.027360,0,14.534254,0.158259,19.988122
3.283000,14.121592,1.067122,4.363248,-0.037170,0,14.538617,0.158227,19.988122
3.284000,14.125955,1.067080,4.363248,-0.046980,0,14.542981,0.158185,19.988122
3.285000,14.130319,1.067028,4.363248,-0.056790,0,14.547344,0.158133,19.988122
3.286000,14.134682,1.066966,4.363248,-0.066600,0,14.551707,0.158071,19.988122
3.287000,14.139045,1.066895,4.363248,-0.076410,0,14.556070,0.158000,19.988122
3.288000,14.143408,1.066813,4.363248,-0.086220,0,14.560434,0.157919,19.988122
3.289000,14.147772,1.066722,4.363248,-0.096030,0,14.564797,0.157827,19.988122
3.290000,14.152135,1.066621,4.363248,-0.105840,0,14.569160,0.157727,19.988122
3.291000,14.156498,1.066511,4.363248,-0.115650,0,14.573523,0.157616,19.988122
3.292000,14.160861,1.066390,4.363248,-0.125460,0,14.577887,0.157495,19.988122
3.293000,14.165225,1.066260,4.363248,-0.135270,0,14.582250,0.157365,19.988122
3.294000,14.169588,1.066120,4.363248,-0.145080,0,14.586613,0.157225,19.988122
3.295000,14.173951,1.065970,4.363248,-0.154890,0,14.590976,0.157075,19.988122
3.296000,14.178314,1.065810,4.363248,-0.164700,0,14.595340,0.156915,19.988122
3.297000,14.182678,1.065640,4.363248,-0.174510,0,14.599703,0.156745,19.988122
3.298000,14.187041,1.065461,4.363248,-0.184320,0,14.604066,0.156566,19.988122
3.299000,14.191404,1.065272,4.363248,-0.194130,0,14.608429,0.156377,19.988122
3.300000,14.195767,1.065072,4.363248,-0.203940,0,14.612793,0.156178,19.988122
3.301000,14.200131,1.064864,4.363248,-0.213750,0,14.617156,0.155969,19.988122
3.302000,14.204494,1.064645,4.363248,-0.223560,0,14.621519,0.155750,19.988122
3.303000,14.208857,1.064417,4.363248,-0.233370,0,14.625882,0.155522,19.988122
3.304000,14.213220,1.064178,4.363248,-0.243180,0,14.630246,0.155283,19.988122
3.305000,14.217584,1.063930,4.363248,-0.252990,0,14.634609,0.155035,19.988122
3.306000,14.221947,1.063672,4.363248,-0.262800,0,14.638972,0.154777,19.988122
3.307000,14.226310,1.063405,4.363248,-0.272610,0,14.643335,0.154510,19.988122
3.308000,14.230673,1.063127,4.363248,-0.282420,0,14.647699,0.154232,19.988122
3.309000,14.235037,1.062840,4.363248,-0.292230,0,14.652062,0.153945,19.988122
3.310000,14.239400,1.062543,4.363248,-0.302040,0,14.656425,0.153648,19.988122
3.311000,14.243763,1.062236,4.363248,-0.311850,0,14.660788,0.153341,19.988122
3.312000,14.248126,1.061919,4.363248,-0.321660,0,14.665152,0.153024,19.988122
3.313000,14.252490,1.061592,4.363248,-0.331470,0,14.669515,0.152697,19.988122
3.314000,14.256853,1.061256,4.363248,-0.341280,0,14.673878,0.152361,19.988122
3.315000,14.261216,1.060910,4.363248,-0.351090,0,14.678241,0.152015,19.988122
3.316000,14.265579,1.060554,4.363248,-0.360900,0,14.682605,0.151659,19.988122
3.317000,14.269943,1.060188,4.363248,-0.370710,0,14.686968,0.151293,19.988122
3.318000,14.274306,1.059812,4.363248,-0.380520,0,14.691331,0.150917,19.988122
3.319000,14.278669,1.059427,4.363248,-0.390330,0,14.695694,0.150532,19.988122
3.320000,14.283032,1.059032,4.363248,-0.400140,0,14.700058,0.150137,19.988122
3.321000,14.287396,1.058627,4.363248,-0.409950,0,14.704421,0.149732,19.988122
3.322000,14.291759,1.058212,4.363248,-0.419760,0,14.708784,0.149317,19.988122
3.323000,14.296122,1.057787,4.363248,-0.429570,0,14.713147,0.148892,19.988122
3.324000,14.300485,1.057353,4.363248,-0.439380,0,14.717511,0.148458,19.988122
3.325000,14.304849,1.056908,4.363248,-0.449190,0,14.721874,0.148014,19.988122
3.326000,14.309212,1.056454,4.363248,-0.459000,0,14.726237,0.147559,19.988122
3.327000,14.313575,1.055990,4.363248,-0.468810,0,14.730600,0.147096,19.988122
3.328000,14.317938,1.055517,4.363248,-0.478620,0,14.734964,0.146622,19.988122
3.329000,14.322302,1.055033,4.363248,-0.488430,0,14.739327,0.146138,19.988122
3.330000,14.326665,1.054540,4.363248,-0.498240,0,14.743690,0.145645,19.988122
3.331000,14.331028,1.054037,4.363248,-0.508050,0,14.748053,0.145142,19.988122
3.332000,14.335391,1.053524,4.363248,-0.517860,0,14.752417,0.144629,19.988122
3.333000,14.339754,1.053001,4.363248,-0.527670,0,14.756780,0.144106,19.988122
3.334000,14.344118,1.052468,4.363248,-0.537480,0,14.761143,0.143573,19.988122
3.335000,14.348481,1.051926,4.363248,-0.547290,0,14.765506,0.143031,19.988122
3.336000,14.352844,1.051374,4.363248,-0.557100,0,14.769870,0.142479,19.988122
3.337000,14.357207,1.050812,4.363248,-0.566910,0,14.774233,0.141917,19.988122
3.338000,14.361571,1.050240,4.363248,-0.576720,0,14.778596,0.141345,19.988122
3.339000,14.365934,1.049658,4.363248,-0.586530,0,14.782959,0.140763,19.988122
3.340000,14.370297,1.049067,4.363248,-0.596340,0,14.787323,0.140172,19.988122
3.341000,14.374660,1.048466,4.363248,-0.606150,0,14.791686,0.139571,19.988122
3.342000,14.379024,1.047855,4.363248,-0.615960,0,14.796049,0.138960,19.988122
3.343000,14.383387,1.047234,4.363248,-0.625770,0,14.800412,0.138339,19.988122
3.344000,14.387750,1.046603,4.363248,-0.635580,0,14.804776,0.137708,19.988122
3.345000,14.392113,1.045963,4.363248,-0.645390,0,14.809139,0.137068,19.988122
3.346000,14.396477,1.045312,4.363248,-0.655200,0,14.813502,0.136417,19.988122
3.347000,14.400840,1.044652,4.363248,-0.665010,0,14.817865,0.135757,19.988122
3.348000,14.405203,1.043982,4.363248,-0.674820,0,14.822229,0.135087,19.988122
3.349000,14.409566,1.043303,4.363248,-0.684630,0,14.826592,0.134408,19.988122
3.350000,14.413930,1.042613,4.363248,-0.694440,0,14.830955,0.133718,19.988122
3.351000,14.418293,1.041914,4.363248,-0.704250,0,14.835318,0.133019,19.988122
3.352000,14.422656,1.041205,4.363248,-0.714060,0,14.839682,0.132310,19.988122
3.353000,14.427019,1.040486,4.363248,-0.723870,0,14.844045,0.131591,19.988122
3.354000,14.431383,1.039757,4.363248,-0.733680,0,14.848408,0.130862,19.988122
3.355000,14.435746,1.039018,4.363248,-0.743490,0,14.852771,0.130123,19.988122
3.356000,14.440109,1.038270,4.363248,-0.753300,0,14.857135,0.129375,19.988122
3.357000,14.444472,1.037512,4.363248,-0.763110,0,14.861498,0.128617,19.988122
3.358000,14.448836,1.036744,4.363248,-0.772920,0,14.865861,0.127849,19.988122
3.359000,14.453199,1.035966,4.363248,-0.782730,0,14.870224,0.127071,19.988122
3.360000,14.457562,1.035178,4.363248,-0.792540,0,14.874588,0.126283,19.988122
3.361000,14.461925,1.034381,4.363248,-0.802350,0,14.878951,0.125486,19.988122
3.362000,14.466289,1.033573,4.363248,-0.812160,0,14.883314,0.124679,19.988122
3.363000,14.470652,1.032756,4.363248,-0.821970,0,14.887677,0.123861,19.988122
3.364000,14.475015,1.031929,4.363248,-0.831780,0,14.892040,0.123035,19.988122
3.365000,14.479378,1.031093,4.363248,-0.841590,0,14.896404,0.122198,19.988122
3.366000,14.483742,1.030246,4.363248,-0.851400,0,14.900767,0.121351,19.988122
3.367000,14.488105,1.029390,4.363248,-0.861210,0,14.905130,0.120495,19.988122
3.368000,14.492468,1.028524,4.363248,-0.871020,0,14.909493,0.119629,19.988122
3.369000,14.496831,1.027648,4.363248,-0.880830,0,14.913857,0.118753,19.988122
3.370000,14.501195,1.026762,4.363248,-0.890640,0,14.918220,0.117867,19.988122
3.371000,14.505558,1.025867,4.363248,-0.900450,0,14.922583,0.116972,19.988122
3.372000,14.509921,1.024961,4.363248,-0.910260,0,14.926946,0.116066,19.988122
3.373000,14.514284,1.024046,4.363248,-0.920070,0,14.931310,0.115151,19.988122
3.374000,14.518648,1.023121,4.363248,-0.929880,0,14.935673,0.114226,19.988122
3.375000,14.523011,1.022186,4.363248,-0.939690,0,14.940036,0.113292,19.988122
3.376000,14.527374,1.021242,4.363248,-0.949500,0,14.944399,0.112347,19.988122
3.377000,14.531737,1.020287,4.363248,-0.959310,0,14.948763,0.111393,19.988122
3.378000,14.536101,1.019323,4.363248,-0.969120,0,14.953126,0.110428,19.988122
3.379000,14.540464,1.018349,4.363248,-0.978930,0,14.957489,0.109454,19.988122
3.380000,14.544827,1.017365,4.363248,-0.988740,0,14.961852,0.108470,19.988122
3.381000,14.549190,1.016372,4.363248,-0.998550,0,14.966216,0.107477,19.988122
3.382000,14.553554,1.015368,4.363248,-1.008360,0,14.970579,0.106473,19.988122
3.383000,14.557917,1.014355,4.363248,-1.018170,0,14.974942,0.105460,19.988122
3.384000,14.562280,1.013332,4.363248,-1.027980,0,14.979305,0.104437,19.988122
3.385000,14.566643,1.012299,4.363248,-1.037790,0,14.983669,0.103404,19.988122
3.386000,14.571007,1.011256,4.363248,-1.047600,0,14.988032,0.102361,19.988122
3.387000,14.575370,1.010204,4.363248,-1.057410,0,14.992395,0.101309,19.988122
3.388000,14.579733,1.009141,4.363248,-1.067220,0,14.996758,0.100247,19.988122
3.389000,14.584096,1.008069,4.363248,-1.077030,0,15.001122,0.099174,19.988122
3.390000,14.588460,1.006987,4.363248,-1.086840,0,15.005485,0.098093,19.988122
3.391000,14.592823,1.005896,4.363248,-1.096650,0,15.009848,0.097001,19.988122
3.392000,14.597186,1.004794,4.363248,-1.106460,0,15.014211,0.095899,19.988122
3.393000,14.601549,1.003683,4.363248,-1.116270,0,15.018575,0.094788,19.988122
3.394000,14.605913,1.002562,4.363248,-1.126080,0,15.022938,0.093667,19.988122
3.395000,14.610276,1.001431,4.363248,-1.135890,0,15.027301,0.092536,19.988122
3.396000,14.614639,1.000290,4.363248,-1.145700,0,15.031664,0.091395,19.988122
3.397000,14.619002,0.999139,4.363248,-1.155510,0,15.036028,0.090244,19.988122
3.398000,14.623366,0.997979,4.363248,-1.165320,0,15.040391,0.089084,19.988122
3.399000,14.627729,0.996809,4.363248,-1.175130,0,15.044754,0.087914,19.988122
3.400000,14.632092,0.995629,4.363248,-1.184940,0,15.049117,0.086734,19.988122
3.401000,14.636455,0.994439,4.363248,-1.194750,0,15.053481,0.085544,19.988122
3.402000,14.640819,0.993239,4.363248,-1.204560,0,15.057844,0.084344,19.988122
3.403000,14.645182,0.992030,4.363248,-1.214370,0,15.062207,0.083135,19.988122
3.404000,14.649545,0.990810,4.363248,-1.224180,0,15.066570,0.081915,19.988122
3.405000,14.653908,0.989581,4.363248,-1.233990,0,15.070934,0.080686,19.988122
3.406000,14.658272,0.988342,4.363248,-1.243800,0,15.075297,0.079447,19.988122
3.407000,14.662635,0.987094,4.363248,-1.253610,0,15.079660,0.078199,19.988122
3.408000,14.666998,0.985835,4.363248,-1.263420,0,15.084023,0.076940,19.988122
3.409000,14.671361,0.984567,4.363248,-1.273230,0,15.088387,0.075672,19.988122
3.410000,14.675725,0.983289,4.363248,-1.283040,0,15.092750,0.074394,19.988122
3.411000,14.680088,0.982001,4.363248,-1.292850,0,15.097113,0.073106,19.988122
